PaperID,CageID,Cabinet,Block,Population,Country,Lat,Photoperiod,Generation,BFDate,OvipositionDate,InitialEggs,Subsampled,H1IndDate,H1CtDate,H1Count,H2IndDate,H2CtDate,H2Count,EmbryoCtDate,EmbryoCount,TotalHatch,TotalLarvaeEmbryos,yield,Notes1,Notes2,,,,,,,,,,,,,,,,
202-2,202,10,A,KAN,JP,36.56,14,F3,5/7/19,5/15/19,238,n,6/1/19,6/3/19,108,6/11/19,6/12/19,19,6/13/19,72,127,199,0.836134454,NA,NA,,,,,,,,,,,,,,,,
203-2,203,10,A,KYO,JP,35,14,F4,5/7/19,5/15/19,206,n,6/1/19,6/3/19,169,6/11/19,6/12/19,3,6/13/19,9,172,181,0.878640777,NA,NA,,,,,,,,,,,,,,,,
204-2,204,10,A,NVA,US,36.35,14,F3,5/7/19,5/15/19,125,n,6/1/19,6/3/19,101,6/11/19,6/12/19,7,6/13/19,1,108,109,0.872,NA,NA,,,,,,,,,,,,,,,,
205-2,205,10,A,OAK,US,28.85,14,F3,5/7/19,5/15/19,198,n,6/1/19,6/3/19,187,6/11/19,6/12/19,0,6/13/19,0,187,187,0.944444444,NA,NA,,,,,,,,,,,,,,,,
206-2,206,10,A,PBS,US,26.67,14,F3,5/7/19,5/15/19,100,n,6/1/19,6/3/19,84,6/11/19,6/12/19,0,6/13/19,0,84,84,0.84,NA,NA,,,,,,,,,,,,,,,,
207-2,207,10,A,SAG,JP,33.25,14,F4,5/7/19,5/15/19,353,n,6/1/19,6/3/19,276,6/11/19,6/12/19,15,6/13/19,16,291,307,0.869688385,NA,NA,,,,,,,,,,,,,,,,
208-2,208,10,A,SEN,JP,38.29,14,F3,5/7/19,5/15/19,160,n,6/1/19,6/3/19,79,6/11/19,6/12/19,2,6/13/19,46,81,127,0.79375,NA,NA,,,,,,,,,,,,,,,,
209-2,209,10,A,WAV,US,37.05,14,F3,5/7/19,5/15/19,201,n,6/1/19,6/3/19,173,6/11/19,6/12/19,1,6/13/19,8,174,182,0.905472637,NA,NA,,,,,,,,,,,,,,,,
210-2,210,11,A,BER,US,39.77,13.75,F3,5/7/19,5/15/19,156,n,5/31/19,6/2/19,33,6/11/19,6/12/19,5,6/13/19,50,38,88,0.564102564,Good,number,hatched,in,bleach,NA,,,,,,,,,,,,
211-2,211,11,A,BRU,US,31.13,13.75,F3,5/7/19,5/15/19,372,n,5/31/19,6/2/19,326,6/11/19,6/12/19,0,6/13/19,0,326,326,0.876344086,NA,NA,,,,,,,,,,,,,,,,
212-2,212,11,A,KAG,JP,31.6,13.75,F4,5/7/19,5/15/19,244,n,5/31/19,6/2/19,124,6/11/19,6/12/19,7,6/13/19,38,131,169,0.692622951,NA,NA,,,,,,,,,,,,,,,,
213-2,213,11,A,KAN,JP,36.56,13.75,F3,5/7/19,5/15/19,312,n,5/31/19,6/2/19,107,6/11/19,6/12/19,3,6/13/19,139,110,249,0.798076923,NA,NA,,,,,,,,,,,,,,,,
214-2,214,11,A,KYO,JP,35,13.75,F4,5/7/19,5/15/19,182,n,5/31/19,6/2/19,110,6/11/19,6/12/19,9,6/13/19,26,119,145,0.796703297,NA,NA,,,,,,,,,,,,,,,,
215-2,215,11,A,NVA,US,36.35,13.75,F3,5/7/19,5/15/19,279,n,5/31/19,6/2/19,119,6/11/19,6/12/19,25,6/13/19,56,144,200,0.716845878,Lots,hatched,in,bleach,NA,,,,,,,,,,,,,
216-2,216,11,A,OAK,US,28.85,13.75,F3,5/7/19,5/15/19,116,n,5/31/19,6/2/19,107,6/11/19,6/12/19,0,6/13/19,0,107,107,0.922413793,NA,NA,,,,,,,,,,,,,,,,
217-2,217,11,A,PBS,US,26.67,13.75,F3,5/7/19,5/15/19,95,n,5/31/19,6/2/19,70,6/11/19,6/12/19,0,6/13/19,2,70,72,0.757894737,NA,NA,,,,,,,,,,,,,,,,
218-2,218,11,A,SAG,JP,33.25,13.75,F4,5/7/19,5/15/19,590,n,5/31/19,6/2/19,487,6/11/19,6/12/19,15,6/13/19,29,502,531,0.9,NA,NA,,,,,,,,,,,,,,,,
219-2,219,11,A,SEN,JP,38.29,13.75,F3,5/7/19,5/15/19,289,n,5/31/19,6/2/19,25,6/11/19,6/12/19,1,6/13/19,205,26,231,0.799307958,NA,NA,,,,,,,,,,,,,,,,
220-2,220,11,A,WAV,US,37.05,13.75,F3,5/7/19,5/15/19,132,n,5/31/19,6/2/19,66,6/11/19,6/12/19,12,6/13/19,31,78,109,0.825757576,NA,NA,,,,,,,,,,,,,,,,
221-2,221,12,A,BER,US,39.77,8,F3,5/8/19,5/15/19,747,y,6/1/19,6/3/19,0,6/11/19,6/12/19,0,6/13/19,655,0,655,0.876840696,NA,NA,,,,,,,,,,,,,,,,
222-2,222,12,A,BRU,US,31.13,8,F3,5/8/19,5/15/19,433,y,6/1/19,6/3/19,47,6/11/19,6/12/19,19,6/13/19,315,66,381,0.879907621,Lots,hatched,in,bleach,NA,,,,,,,,,,,,,
223-2,223,12,A,KAG,JP,31.6,8,F4,5/8/19,5/15/19,474,n,6/1/19,6/3/19,4,6/11/19,6/12/19,1,6/13/19,431,5,436,0.919831224,Lots,hatched,in,bleach,NA,,,,,,,,,,,,,
224-2,224,12,A,KAN,JP,36.56,8,F3,5/8/19,5/15/19,576,y,6/1/19,6/3/19,7,6/11/19,6/12/19,5,6/13/19,511,12,523,0.907986111,NA,NA,,,,,,,,,,,,,,,,
225-2,225,12,A,KYO,JP,35,8,F4,5/8/19,5/15/19,450,n,6/1/19,6/3/19,5,6/11/19,6/12/19,1,6/13/19,421,6,427,0.948888889,NA,NA,,,,,,,,,,,,,,,,
226-2,226,12,A,NVA,US,36.35,8,F3,5/8/19,5/15/19,348,n,6/1/19,6/3/19,8,6/11/19,6/12/19,0,6/13/19,287,8,295,0.847701149,NA,NA,,,,,,,,,,,,,,,,
227-2,227,12,A,OAK,US,28.85,8,F3,5/8/19,5/15/19,794,n,6/1/19,6/3/19,315,6/11/19,6/12/19,125,6/13/19,279,440,719,0.905541562,NA,NA,,,,,,,,,,,,,,,,
228-2,228,12,A,PBS,US,26.67,8,F3,5/8/19,5/15/19,86,n,6/1/19,6/3/19,52,6/11/19,6/12/19,0,6/13/19,2,52,54,0.627906977,NA,NA,,,,,,,,,,,,,,,,
229-2,229,12,A,SAG,JP,33.25,8,F4,5/8/19,5/15/19,448,n,6/1/19,6/3/19,11,6/11/19,6/12/19,1,6/13/19,417,12,429,0.957589286,NA,NA,,,,,,,,,,,,,,,,
230-2,230,12,A,SEN,JP,38.29,8,F3,5/8/19,5/15/19,89,n,6/1/19,6/3/19,1,6/11/19,6/12/19,1,6/13/19,72,2,74,0.831460674,NA,NA,,,,,,,,,,,,,,,,
231-2,231,12,A,WAV,US,37.05,8,F3,5/8/19,5/15/19,217,n,6/1/19,6/3/19,1,6/11/19,6/12/19,0,6/13/19,197,1,198,0.912442396,NA,NA,,,,,,,,,,,,,,,,
232-2,232,13,A,BER,US,39.77,8,F3,5/6/19,5/15/19,41,n,5/31/19,6/2/19,0,6/11/19,6/12/19,0,6/13/19,38,0,38,0.926829268,NA,NA,,,,,,,,,,,,,,,,
233-2,233,13,A,BRU,US,31.13,8,F3,5/6/19,5/15/19,72,n,5/31/19,6/2/19,26,6/11/19,6/12/19,4,6/13/19,14,30,44,0.611111111,No,embryonated,eggs,but,a,few,hatched,in,bleach,NA,,,,,,,,
234-2,234,13,A,KAG,JP,31.6,8,F4,5/6/19,5/15/19,163,n,5/31/19,6/2/19,6,6/11/19,6/12/19,0,6/13/19,132,6,138,0.846625767,NA,NA,,,,,,,,,,,,,,,,
235-2,235,13,A,KAN,JP,36.56,8,F3,5/6/19,5/15/19,55,n,5/31/19,6/2/19,0,6/11/19,6/12/19,0,6/13/19,43,0,43,0.781818182,NA,NA,,,,,,,,,,,,,,,,
236-2,236,13,A,KYO,JP,35,8,F4,5/6/19,5/15/19,144,n,5/31/19,6/2/19,1,6/11/19,6/12/19,1,6/13/19,131,2,133,0.923611111,NA,NA,,,,,,,,,,,,,,,,
237-2,237,13,A,NVA,US,36.35,8,F3,5/6/19,5/15/19,134,n,5/31/19,6/2/19,0,6/11/19,6/12/19,0,6/13/19,112,0,112,0.835820896,NA,NA,,,,,,,,,,,,,,,,
238-2,238,13,A,OAK,US,28.85,8,F3,5/6/19,5/15/19,215,n,5/31/19,6/2/19,82,6/11/19,6/12/19,2,6/13/19,92,84,176,0.818604651,NA,NA,,,,,,,,,,,,,,,,
239-2,239,13,A,PBS,US,26.67,8,F3,5/6/19,5/15/19,49,n,5/31/19,6/2/19,23,6/11/19,6/12/19,16,6/13/19,0,39,39,0.795918367,NA,NA,,,,,,,,,,,,,,,,
240-2,240,13,A,SAG,JP,33.25,8,F4,5/6/19,5/15/19,147,n,5/31/19,6/2/19,0,6/11/19,6/12/19,0,6/13/19,137,0,137,0.931972789,NA,NA,,,,,,,,,,,,,,,,
241-2,241,13,A,SEN,JP,38.29,8,F3,5/6/19,5/15/19,63,n,5/31/19,6/2/19,0,6/11/19,6/12/19,0,6/13/19,61,0,61,0.968253968,NA,NA,,,,,,,,,,,,,,,,
242-2,242,13,A,WAV,US,37.05,8,F3,5/6/19,5/15/19,166,n,5/31/19,6/2/19,0,6/11/19,6/12/19,0,6/13/19,144,0,144,0.86746988,NA,NA,,,,,,,,,,,,,,,,
100-3,100,1,A,BER,US,39.77,16,F3,5/7/19,5/17/19,80,n,6/5/19,6/7/19,70,6/13/19,6/14/19,0,6/15/19,2,70,72,0.9,NA,NA,,,,,,,,,,,,,,,,
101-3,101,1,A,BRU,US,31.13,16,F3,5/7/19,5/17/19,96,n,6/5/19,6/7/19,85,6/13/19,6/14/19,1,6/15/19,1,86,87,0.90625,NA,NA,,,,,,,,,,,,,,,,
102-3,102,1,A,KAG,JP,31.6,16,F4,5/7/19,5/17/19,105,n,6/5/19,6/7/19,82,6/13/19,6/14/19,0,6/15/19,0,82,82,0.780952381,NA,NA,,,,,,,,,,,,,,,,
103-3,103,1,A,KAN,JP,36.56,16,F3,5/7/19,5/17/19,142,n,6/5/19,6/7/19,119,6/13/19,6/14/19,0,6/15/19,0,119,119,0.838028169,NA,NA,,,,,,,,,,,,,,,,
104-3,104,1,A,KYO,JP,35,16,F4,5/7/19,5/17/19,67,n,6/5/19,6/7/19,61,6/13/19,6/14/19,0,6/15/19,0,61,61,0.910447761,NA,NA,,,,,,,,,,,,,,,,
105-3,105,1,A,NVA,US,36.35,16,F3,5/7/19,5/17/19,164,n,6/5/19,6/7/19,131,6/13/19,6/14/19,6,6/15/19,1,137,138,0.841463415,NA,NA,,,,,,,,,,,,,,,,
106-3,106,1,A,OAK,US,28.85,16,F3,5/7/19,5/17/19,83,n,6/5/19,6/7/19,66,6/13/19,6/14/19,0,6/15/19,0,66,66,0.795180723,NA,NA,,,,,,,,,,,,,,,,
107-3,107,1,A,PBS,US,26.67,16,F3,5/7/19,5/17/19,21,n,6/5/19,6/7/19,19,6/13/19,6/14/19,0,6/15/19,0,19,19,0.904761905,NA,NA,,,,,,,,,,,,,,,,
108-3,108,1,A,SAG,JP,33.25,16,F4,5/7/19,5/17/19,149,n,6/5/19,6/7/19,124,6/13/19,6/14/19,7,6/15/19,0,131,131,0.879194631,NA,NA,,,,,,,,,,,,,,,,
109-3,109,1,A,SEN,JP,38.29,16,F3,5/7/19,5/17/19,206,n,6/5/19,6/7/19,170,6/13/19,6/14/19,1,6/15/19,0,171,171,0.830097087,NA,NA,,,,,,,,,,,,,,,,
110-3,110,1,A,WAV,US,37.05,16,F3,5/7/19,5/17/19,286,n,6/5/19,6/7/19,221,6/13/19,6/14/19,8,6/15/19,0,229,229,0.800699301,NA,NA,,,,,,,,,,,,,,,,
111-3,111,2,A,BER,US,39.77,13,F3,5/8/19,5/17/19,261,n,6/4/19,6/6/19,2,6/13/19,6/14/19,1,6/15/19,203,3,206,0.789272031,NA,NA,,,,,,,,,,,,,,,,
112-3,112,2,A,BRU,US,31.13,13,F3,5/8/19,5/17/19,81,n,6/4/19,6/6/19,35,6/13/19,6/14/19,0,6/15/19,43,35,78,0.962962963,NA,NA,,,,,,,,,,,,,,,,
113-3,113,2,A,KAG,JP,31.6,13,F4,5/8/19,5/17/19,481,n,6/4/19,6/6/19,74,6/13/19,6/14/19,11,6/15/19,341,85,426,0.885654886,Lots,hatched,in,bleach,NA,,,,,,,,,,,,,
114-3,114,2,A,KAN,JP,36.56,13,F3,5/8/19,5/17/19,241,n,6/4/19,6/6/19,4,6/13/19,6/14/19,1,6/15/19,210,5,215,0.892116183,NA,NA,,,,,,,,,,,,,,,,
115-3,115,2,A,KYO,JP,35,13,F4,5/8/19,5/17/19,447,n,6/4/19,6/6/19,0,6/13/19,6/14/19,2,6/15/19,385,2,387,0.865771812,NA,NA,,,,,,,,,,,,,,,,
116-3,116,2,A,NVA,US,36.35,13,F3,5/8/19,5/17/19,159,n,6/4/19,6/6/19,10,6/13/19,6/14/19,0,6/15/19,127,10,137,0.86163522,NA,NA,,,,,,,,,,,,,,,,
117-3,117,2,A,OAK,US,28.85,13,F3,5/8/19,5/17/19,152,n,6/4/19,6/6/19,102,6/13/19,6/14/19,6,6/15/19,0,108,108,0.710526316,NA,NA,,,,,,,,,,,,,,,,
118-3,118,2,A,PBS,US,26.67,13,F3,5/8/19,5/17/19,86,n,6/4/19,6/6/19,76,6/13/19,6/14/19,0,6/15/19,1,76,77,0.895348837,NA,NA,,,,,,,,,,,,,,,,
119-3,119,2,A,SAG,JP,33.25,13,F4,5/8/19,5/17/19,198,n,6/4/19,6/6/19,7,6/13/19,6/14/19,2,6/15/19,176,9,185,0.934343434,NA,NA,,,,,,,,,,,,,,,,
120-3,120,2,A,SEN,JP,38.29,13,F3,5/8/19,5/17/19,392,n,6/4/19,6/6/19,21,6/13/19,6/14/19,0,6/15/19,342,21,363,0.926020408,Lots,fell,off,NA,,,,,,,,,,,,,,
121-3,121,2,A,WAV,US,37.05,13,F3,5/8/19,5/17/19,395,n,6/4/19,6/6/19,24,6/13/19,6/14/19,7,6/15/19,296,31,327,0.827848101,NA,NA,,,,,,,,,,,,,,,,
122-3,122,3,A,BER,US,39.77,12.75,F3,5/6/19,5/17/19,0,n,6/5/19,6/7/19,0,6/13/19,6/14/19,0,6/15/19,0,0,0,#DIV/0!,NA,NA,,,,,,,,,,,,,,,,
123-3,123,3,A,BRU,US,31.13,12.75,F3,5/6/19,5/17/19,88,n,6/5/19,6/7/19,21,6/13/19,6/14/19,1,6/15/19,56,22,78,0.886363636,NA,NA,,,,,,,,,,,,,,,,
124-3,124,3,A,KAG,JP,31.6,12.75,F4,5/6/19,5/17/19,79,n,6/5/19,6/7/19,1,6/13/19,6/14/19,0,6/15/19,50,1,51,0.64556962,NA,NA,,,,,,,,,,,,,,,,
125-3,125,3,A,KAN,JP,36.56,12.75,F3,5/6/19,5/17/19,0,n,6/5/19,6/7/19,0,6/13/19,6/14/19,0,6/15/19,0,0,0,#DIV/0!,NA,NA,,,,,,,,,,,,,,,,
126-3,126,3,A,KYO,JP,35,12.75,F4,5/6/19,5/17/19,162,n,6/5/19,6/7/19,5,6/13/19,6/14/19,6,6/15/19,81,11,92,0.567901235,Lots,hatched,in,bleach,NA,,,,,,,,,,,,,
127-3,127,3,A,NVA,US,36.35,12.75,F3,5/6/19,5/17/19,164,n,6/5/19,6/7/19,5,6/13/19,6/14/19,1,6/15/19,128,6,134,0.817073171,NA,NA,,,,,,,,,,,,,,,,
128-3,128,3,A,OAK,US,28.85,12.75,F3,5/6/19,5/17/19,108,n,6/5/19,6/7/19,80,6/13/19,6/14/19,0,6/15/19,0,80,80,0.740740741,NA,NA,,,,,,,,,,,,,,,,
129-3,129,3,A,PBS,US,26.67,12.75,F3,5/6/19,5/17/19,24,n,6/5/19,6/7/19,24,6/13/19,6/14/19,0,6/15/19,0,24,24,1,NA,NA,,,,,,,,,,,,,,,,
130-3,130,3,A,SAG,JP,33.25,12.75,F4,5/6/19,5/17/19,256,n,6/5/19,6/7/19,27,6/13/19,6/14/19,6,6/15/19,196,33,229,0.89453125,NA,NA,,,,,,,,,,,,,,,,
131-3,131,3,A,SEN,JP,38.29,12.75,F3,5/6/19,5/17/19,167,n,6/5/19,6/7/19,5,6/13/19,6/14/19,0,6/15/19,136,5,141,0.844311377,NA,NA,,,,,,,,,,,,,,,,
132-3,132,3,A,WAV,US,37.05,12.75,F3,5/6/19,5/17/19,66,n,6/5/19,6/7/19,1,6/13/19,6/14/19,0,6/15/19,48,1,49,0.742424242,NA,NA,,,,,,,,,,,,,,,,
133-3,133,4,A,BER,US,39.77,14.5,F3,5/6/19,5/17/19,10,n,6/4/19,6/6/19,7,6/13/19,6/14/19,0,6/15/19,0,7,7,0.7,NA,NA,,,,,,,,,,,,,,,,
134-3,134,4,A,BRU,US,31.13,14.5,F3,5/6/19,5/17/19,175,n,6/4/19,6/6/19,113,6/13/19,6/14/19,12,6/15/19,3,125,128,0.731428571,NA,NA,,,,,,,,,,,,,,,,
135-3,135,4,A,KAG,JP,31.6,14.5,F4,5/6/19,5/17/19,26,n,6/4/19,6/6/19,25,6/13/19,6/14/19,0,6/15/19,0,25,25,0.961538462,NA,NA,,,,,,,,,,,,,,,,
136-3,136,4,A,KAN,JP,36.56,14.5,F3,5/6/19,5/17/19,22,n,6/4/19,6/6/19,16,6/13/19,6/14/19,0,6/15/19,0,16,16,0.727272727,NA,NA,,,,,,,,,,,,,,,,
137-3,137,4,A,KYO,JP,35,14.5,F4,5/6/19,5/17/19,15,n,6/4/19,6/6/19,11,6/13/19,6/14/19,0,6/15/19,0,11,11,0.733333333,NA,NA,,,,,,,,,,,,,,,,
138-3,138,4,A,NVA,US,36.35,14.5,F3,5/6/19,5/17/19,40,n,6/4/19,6/6/19,31,6/13/19,6/14/19,0,6/15/19,0,31,31,0.775,NA,NA,,,,,,,,,,,,,,,,
139-3,139,4,A,OAK,US,28.85,14.5,F3,5/6/19,5/17/19,58,n,6/4/19,6/6/19,48,6/13/19,6/14/19,1,6/15/19,0,49,49,0.844827586,NA,NA,,,,,,,,,,,,,,,,
140-3,140,4,A,PBS,US,26.67,14.5,F3,5/6/19,5/17/19,8,n,6/4/19,6/6/19,6,6/13/19,6/14/19,0,6/15/19,0,6,6,0.75,NA,NA,,,,,,,,,,,,,,,,
141-3,141,4,A,SAG,JP,33.25,14.5,F4,5/6/19,5/17/19,105,n,6/4/19,6/6/19,75,6/13/19,6/14/19,0,6/15/19,0,75,75,0.714285714,NA,NA,,,,,,,,,,,,,,,,
142-3,142,4,A,SEN,JP,38.29,14.5,F3,5/6/19,5/17/19,16,n,6/4/19,6/6/19,14,6/13/19,6/14/19,0,6/15/19,0,14,14,0.875,NA,NA,,,,,,,,,,,,,,,,
143-3,143,4,A,WAV,US,37.05,14.5,F3,5/6/19,5/17/19,0,n,6/4/19,6/6/19,0,6/13/19,6/14/19,0,6/15/19,0,0,0,#DIV/0!,NA,NA,,,,,,,,,,,,,,,,
144-3,144,5,A,BER,US,39.77,13.25,F3,5/6/19,5/17/19,74,n,6/5/19,6/7/19,0,6/13/19,6/14/19,0,6/15/19,62,0,62,0.837837838,NA,NA,,,,,,,,,,,,,,,,
145-3,145,5,A,BRU,US,31.13,13.25,F3,5/6/19,5/17/19,64,n,6/5/19,6/7/19,35,6/13/19,6/14/19,2,6/15/19,6,37,43,0.671875,NA,NA,,,,,,,,,,,,,,,,
146-3,146,5,A,KAG,JP,31.6,13.25,F4,5/6/19,5/17/19,83,n,6/5/19,6/7/19,11,6/13/19,6/14/19,16,6/15/19,48,27,75,0.903614458,NA,NA,,,,,,,,,,,,,,,,
147-3,147,5,A,KAN,JP,36.56,13.25,F3,5/6/19,5/17/19,35,n,6/5/19,6/7/19,5,6/13/19,6/14/19,0,6/15/19,12,5,17,0.485714286,NA,NA,,,,,,,,,,,,,,,,
148-3,148,5,A,KYO,JP,35,13.25,F4,5/6/19,5/17/19,153,n,6/5/19,6/7/19,4,6/13/19,6/14/19,1,6/15/19,135,5,140,0.91503268,NA,NA,,,,,,,,,,,,,,,,
149-3,149,5,A,NVA,US,36.35,13.25,F3,5/6/19,5/17/19,108,n,6/5/19,6/7/19,7,6/13/19,6/14/19,1,6/15/19,91,8,99,0.916666667,NA,NA,,,,,,,,,,,,,,,,
150-3,150,5,A,OAK,US,28.85,13.25,F3,5/6/19,5/17/19,98,n,6/5/19,6/7/19,80,6/13/19,6/14/19,3,6/15/19,0,83,83,0.846938776,NA,NA,,,,,,,,,,,,,,,,
151-3,151,5,A,PBS,US,26.67,13.25,F3,5/6/19,5/17/19,26,n,6/5/19,6/7/19,17,6/13/19,6/14/19,0,6/15/19,0,17,17,0.653846154,NA,NA,,,,,,,,,,,,,,,,
152-3,152,5,A,SAG,JP,33.25,13.25,F4,5/6/19,5/17/19,187,n,6/5/19,6/7/19,47,6/13/19,6/14/19,11,6/15/19,118,58,176,0.941176471,NA,NA,,,,,,,,,,,,,,,,
153-3,153,5,A,SEN,JP,38.29,13.25,F3,5/6/19,5/17/19,443,n,6/5/19,6/7/19,28,6/13/19,6/14/19,2,6/15/19,357,30,387,0.873589165,NA,NA,,,,,,,,,,,,,,,,
154-3,154,5,A,WAV,US,37.05,13.25,F3,5/6/19,5/17/19,53,n,6/5/19,6/7/19,2,6/13/19,6/14/19,8,6/15/19,41,10,51,0.962264151,NA,NA,,,,,,,,,,,,,,,,
155-3,155,6,A,BER,US,39.77,12.5,F3,5/7/19,5/17/19,48,n,6/4/19,6/6/19,0,6/13/19,6/14/19,0,6/15/19,31,0,31,0.645833333,NA,NA,,,,,,,,,,,,,,,,
156-3,156,6,A,BRU,US,31.13,12.5,F3,5/7/19,5/17/19,410,n,6/4/19,6/6/19,43,6/13/19,6/14/19,16,6/15/19,298,59,357,0.870731707,Lots,fell,off,NA,,,,,,,,,,,,,,
157-3,157,6,A,KAG,JP,31.6,12.5,F4,5/7/19,5/17/19,276,n,6/4/19,6/6/19,18,6/13/19,6/14/19,3,6/15/19,224,21,245,0.887681159,NA,NA,,,,,,,,,,,,,,,,
158-3,158,6,A,KAN,JP,36.56,12.5,F3,5/7/19,5/17/19,71,n,6/4/19,6/6/19,0,6/13/19,6/14/19,0,6/15/19,37,0,37,0.521126761,NA,NA,,,,,,,,,,,,,,,,
159-3,159,6,A,KYO,JP,35,12.5,F4,5/7/19,5/17/19,104,n,6/4/19,6/6/19,0,6/13/19,6/14/19,0,6/15/19,93,0,93,0.894230769,NA,NA,,,,,,,,,,,,,,,,
160-3,160,6,A,NVA,US,36.35,12.5,F3,5/7/19,5/17/19,117,n,6/4/19,6/6/19,1,6/13/19,6/14/19,5,6/15/19,88,6,94,0.803418803,NA,NA,,,,,,,,,,,,,,,,
161-3,161,6,A,OAK,US,28.85,12.5,F3,5/7/19,5/17/19,0,n,6/4/19,6/6/19,0,6/13/19,6/14/19,0,6/15/19,0,0,0,#DIV/0!,NA,NA,,,,,,,,,,,,,,,,
162-3,162,6,A,PBS,US,26.67,12.5,F3,5/7/19,5/17/19,17,n,6/4/19,6/6/19,16,6/13/19,6/14/19,0,6/15/19,0,16,16,0.941176471,NA,NA,,,,,,,,,,,,,,,,
163-3,163,6,A,SAG,JP,33.25,12.5,F4,5/7/19,5/17/19,377,n,6/4/19,6/6/19,2,6/13/19,6/14/19,3,6/15/19,356,5,361,0.957559682,NA,NA,,,,,,,,,,,,,,,,
164-3,164,6,A,SEN,JP,38.29,12.5,F3,5/7/19,5/17/19,219,n,6/4/19,6/6/19,5,6/13/19,6/14/19,0,6/15/19,182,5,187,0.853881279,NA,NA,,,,,,,,,,,,,,,,
165-3,165,6,A,WAV,US,37.05,12.5,F3,5/7/19,5/17/19,215,n,6/4/19,6/6/19,3,6/13/19,6/14/19,0,6/15/19,191,3,194,0.902325581,NA,NA,,,,,,,,,,,,,,,,
166-3,166,7,A,BER,US,39.77,14.25,F3,5/6/19,5/17/19,0,n,6/5/19,6/7/19,0,6/13/19,6/14/19,0,6/15/19,0,0,0,#DIV/0!,NA,NA,,,,,,,,,,,,,,,,
167-3,167,7,A,BRU,US,31.13,14.25,F3,5/6/19,5/17/19,24,n,6/5/19,6/7/19,17,6/13/19,6/14/19,0,6/15/19,0,17,17,0.708333333,Paper,says,171,but,doesn,t,appear,to,be,swapped,NA,,,,,,,
168-3,168,7,A,KAG,JP,31.6,14.25,F4,5/6/19,5/17/19,105,n,6/5/19,6/7/19,72,6/13/19,6/14/19,3,6/15/19,0,75,75,0.714285714,NA,NA,,,,,,,,,,,,,,,,
169-3,169,7,A,KAN,JP,36.56,14.25,F3,5/6/19,5/17/19,19,n,6/5/19,6/7/19,9,6/13/19,6/14/19,0,6/15/19,0,9,9,0.473684211,NA,NA,,,,,,,,,,,,,,,,
170-3,170,7,A,KYO,JP,35,14.25,F4,5/6/19,5/17/19,70,n,6/5/19,6/7/19,58,6/13/19,6/14/19,2,6/15/19,0,60,60,0.857142857,NA,NA,,,,,,,,,,,,,,,,
171-3,171,7,A,NVA,US,36.35,14.25,F3,5/6/19,5/17/19,51,n,6/5/19,6/7/19,37,6/13/19,6/14/19,4,6/15/19,0,41,41,0.803921569,NA,NA,,,,,,,,,,,,,,,,
172-3,172,7,A,OAK,US,28.85,14.25,F3,5/6/19,5/17/19,78,n,6/5/19,6/7/19,43,6/13/19,6/14/19,6,6/15/19,0,49,49,0.628205128,NA,NA,,,,,,,,,,,,,,,,
173-3,173,7,A,PBS,US,26.67,14.25,F3,5/6/19,5/17/19,69,n,6/5/19,6/7/19,42,6/13/19,6/14/19,8,6/15/19,0,50,50,0.724637681,NA,NA,,,,,,,,,,,,,,,,
174-3,174,7,A,SAG,JP,33.25,14.25,F4,5/6/19,5/17/19,283,n,6/5/19,6/7/19,242,6/13/19,6/14/19,2,6/15/19,0,244,244,0.862190813,NA,NA,,,,,,,,,,,,,,,,
175-3,175,7,A,SEN,JP,38.29,14.25,F3,5/6/19,5/17/19,22,n,6/5/19,6/7/19,16,6/13/19,6/14/19,0,6/15/19,0,16,16,0.727272727,NA,NA,,,,,,,,,,,,,,,,
176-3,176,7,A,WAV,US,37.05,14.25,F3,5/6/19,5/17/19,23,n,6/5/19,6/7/19,21,6/13/19,6/14/19,1,6/15/19,2,22,24,1.043478261,NA,NA,,,,,,,,,,,,,,,,
177-3,177,8,A,BER,US,39.77,13.5,F3,5/8/19,5/17/19,115,n,6/4/19,6/6/19,11,6/13/19,6/14/19,0,6/15/19,57,11,68,0.591304348,NA,NA,,,,,,,,,,,,,,,,
178-3,178,8,A,BRU,US,31.13,13.5,F3,5/8/19,5/17/19,126,n,6/4/19,6/6/19,95,6/13/19,6/14/19,0,6/15/19,0,95,95,0.753968254,NA,NA,,,,,,,,,,,,,,,,
179-3,179,8,A,KAG,JP,31.6,13.5,F4,5/8/19,5/17/19,437,n,6/4/19,6/6/19,153,6/13/19,6/14/19,11,6/15/19,191,164,355,0.812356979,NA,NA,,,,,,,,,,,,,,,,
180-3,180,8,A,KAN,JP,36.56,13.5,F3,5/8/19,5/17/19,203,n,6/4/19,6/6/19,71,6/13/19,6/14/19,2,6/15/19,113,73,186,0.916256158,NA,NA,,,,,,,,,,,,,,,,
181-3,181,8,A,KYO,JP,35,13.5,F4,5/8/19,5/17/19,280,n,6/4/19,6/6/19,117,6/13/19,6/14/19,4,6/15/19,117,121,238,0.85,NA,NA,,,,,,,,,,,,,,,,
182-3,182,8,A,NVA,US,36.35,13.5,F3,5/8/19,5/17/19,282,n,6/4/19,6/6/19,104,6/13/19,6/14/19,2,6/15/19,120,106,226,0.80141844,NA,NA,,,,,,,,,,,,,,,,
